TRUE:0 PRED:1 | 1121310909 2005.07.13 R33-M1-ND-C:J05-U11 2005-07-13-20.15.09.106661 R33-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.9651
TRUE:0 PRED:1 | 1121495968 2005.07.15 R10-M0-N2-C:J03-U01 2005-07-15-23.39.28.079463 R10-M0-N2-C:J03-U01 RAS KERNEL INFO generating core.29903
TRUE:0 PRED:1 | 1121599720 2005.07.17 R17-M1-N4-C:J14-U01 2005-07-17-04.28.40.989032 R17-M1-N4-C:J14-U01 RAS KERNEL INFO generating core.11916
TRUE:0 PRED:1 | 1125224157 2005.08.28 R52-M0-N6-C:J10-U11 2005-08-28-03.15.57.488722 R52-M0-N6-C:J10-U11 RAS KERNEL INFO iar 0014a150 dear 009a50f8
TRUE:0 PRED:1 | 1120266974 2005.07.01 R32-M0-NF-C:J17-U11 2005-07-01-18.16.14.553770 R32-M0-NF-C:J17-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121442070 2005.07.15 R01-M0-NB-C:J07-U01 2005-07-15-08.41.10.966443 R01-M0-NB-C:J07-U01 RAS KERNEL INFO generating core.1682
TRUE:0 PRED:1 | 1118710403 2005.06.13 R06-M0-N8-C:J13-U11 2005-06-13-17.53.23.965757 R06-M0-N8-C:J13-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1118770028 2005.06.14 R20-M0-ND-C:J05-U01 2005-06-14-10.27.08.151309 R20-M0-ND-C:J05-U01 RAS KERNEL FATAL program interrupt: illegal instruction......0
TRUE:0 PRED:1 | 1121312231 2005.07.13 R23-M0-NB-C:J11-U11 2005-07-13-20.37.11.588497 R23-M0-NB-C:J11-U11 RAS KERNEL INFO generating core.27577
TRUE:0 PRED:1 | 1118768158 2005.06.14 R25-M0-NF-C:J05-U01 2005-06-14-09.55.58.097920 R25-M0-NF-C:J05-U01 RAS KERNEL FATAL data address: 0x00000002
TRUE:0 PRED:1 | 1118710134 2005.06.13 R04-M1-N1-C:J11-U11 2005-06-13-17.48.54.474557 R04-M1-N1-C:J11-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1121903678 2005.07.20 R32-M0-N3-C:J09-U11 2005-07-20-16.54.38.831021 R32-M0-N3-C:J09-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1124546691 2005.08.20 R44-M1-N4-I:J18-U11 2005-08-20-07.04.51.651202 R44-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: generated 1 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
TRUE:0 PRED:1 | 1123178302 2005.08.04 R06-M1-ND 2005-08-04-10.58.22.010246 R06-M1-ND NULL DISCOVERY WARNING Node card is not fully functional
TRUE:0 PRED:1 | 1125084029 2005.08.26 R67-M1-NB-C:J11-U11 2005-08-26-12.20.29.691318 R67-M1-NB-C:J11-U11 RAS KERNEL INFO iar 003a9260 dear 012924f8
TRUE:0 PRED:1 | 1118773049 2005.06.14 R20-M1-NF-C:J14-U11 2005-06-14-11.17.29.948847 R20-M1-NF-C:J14-U11 RAS KERNEL FATAL floating pt ex mode 0 enable......0
TRUE:0 PRED:1 | 1120262332 2005.07.01 R36-M0-N4-C:J15-U01 2005-07-01-16.58.52.572817 R36-M0-N4-C:J15-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1129352994 2005.10.14 R57-M1-NE-C:J12-U01 2005-10-14-22.09.54.782506 R57-M1-NE-C:J12-U01 RAS KERNEL INFO CE sym 23, at 0x1793c560, mask 0x01
TRUE:0 PRED:1 | 1124741161 2005.08.22 R04-M1-N8-I:J18-U11 2005-08-22-13.06.01.351555 R04-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi
TRUE:0 PRED:1 | 1123110774 2005.08.03 NULL 2005-08-03-16.12.54.271533 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1133646587 2005.12.03 R55-M0-N9-C:J06-U11 2005-12-03-13.49.47.382429 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds
TRUE:0 PRED:1 | 1125223882 2005.08.28 R57-M0-N1-C:J16-U01 2005-08-28-03.11.22.587537 R57-M0-N1-C:J16-U01 RAS KERNEL INFO iar 00149f88 dear 0099be48
TRUE:0 PRED:1 | 1121495479 2005.07.15 R24-M0-N2-C:J15-U01 2005-07-15-23.31.19.487402 R24-M0-N2-C:J15-U01 RAS KERNEL INFO generating core.62940
TRUE:0 PRED:1 | 1125083978 2005.08.26 R66-M1-NC-C:J14-U11 2005-08-26-12.19.38.583415 R66-M1-NC-C:J14-U11 RAS KERNEL INFO 3095040 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1125083438 2005.08.26 R60-M0-NE-C:J10-U11 2005-08-26-12.10.38.958016 R60-M0-NE-C:J10-U11 RAS KERNEL INFO iar 003a929c dear 00efd448
TRUE:0 PRED:1 | 1121599333 2005.07.17 R31-M0-N0-C:J04-U11 2005-07-17-04.22.13.319842 R31-M0-N0-C:J04-U11 RAS KERNEL INFO generating core.14519
TRUE:0 PRED:1 | 1121091173 2005.07.11 R30-M0-NB-C:J09-U01 2005-07-11-07.12.53.947417 R30-M0-NB-C:J09-U01 RAS KERNEL INFO CE sym 2, at 0x0d09f1c0, mask 0x80
TRUE:0 PRED:1 | 1120260065 2005.07.01 R27-M1-N8-C:J17-U01 2005-07-01-16.21.05.938269 R27-M1-N8-C:J17-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1125193792 2005.08.27 R11-M1-N7 2005-08-27-18.49.52.912954 R11-M1-N7 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
TRUE:0 PRED:1 | 1125221900 2005.08.28 R50-M1-NB-C:J07-U11 2005-08-28-02.38.20.600044 R50-M1-NB-C:J07-U11 RAS KERNEL INFO 39190074 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1133928447 2005.12.06 R37-M1-N1-C:J02-U01 2005-12-06-20.07.27.653573 R37-M1-N1-C:J02-U01 RAS KERNEL INFO Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40
TRUE:0 PRED:1 | 1127248870 2005.09.20 NULL 2005-09-20-13.41.10.218619 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121706993 2005.07.18 R37-M1-NE-C:J02-U11 2005-07-18-10.16.33.614707 R37-M1-NE-C:J02-U11 RAS KERNEL INFO generating core.25367
TRUE:0 PRED:1 | 1120591331 2005.07.05 R32-M0-N4-I:J18-U01 2005-07-05-12.22.11.843446 R32-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/64mps.sequential.mapfile
TRUE:0 PRED:1 | 1125224255 2005.08.28 R43-M1-NE-C:J16-U01 2005-08-28-03.17.35.313713 R43-M1-NE-C:J16-U01 RAS KERNEL INFO iar 0014a150 dear 00991c88
TRUE:0 PRED:1 | 1125223213 2005.08.28 R54-M1-ND-C:J08-U11 2005-08-28-03.00.13.685722 R54-M1-ND-C:J08-U11 RAS KERNEL INFO iar 0014a150 dear 0098e178
TRUE:0 PRED:1 | 1127243531 2005.09.20 NULL 2005-09-20-12.12.11.388103 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121901038 2005.07.20 R16-M0-N3-C:J11-U01 2005-07-20-16.10.38.843234 R16-M0-N3-C:J11-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121496460 2005.07.15 R06-M1-N7-C:J06-U11 2005-07-15-23.47.40.002166 R06-M1-N7-C:J06-U11 RAS KERNEL INFO generating core.59042
TRUE:0 PRED:1 | 1118773862 2005.06.14 R21-M0-N7-C:J02-U11 2005-06-14-11.31.02.213030 R21-M0-N7-C:J02-U11 RAS KERNEL FATAL core configuration register: 0x00002000
TRUE:0 PRED:1 | 1125224445 2005.08.28 R45-M0-N6-C:J14-U01 2005-08-28-03.20.45.069861 R45-M0-N6-C:J14-U01 RAS KERNEL INFO iar 00149f88 dear 00996f88
TRUE:0 PRED:1 | 1124131896 2005.08.15 R40-M1-N0-I:J18-U11 2005-08-15-11.51.36.375271 R40-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map
TRUE:0 PRED:1 | 1121311900 2005.07.13 R22-M0-ND-C:J15-U01 2005-07-13-20.31.40.606506 R22-M0-ND-C:J15-U01 RAS KERNEL INFO generating core.30632
TRUE:0 PRED:1 | 1121256570 2005.07.13 R34-M0-N3-C:J14-U01 2005-07-13-05.09.30.620888 R34-M0-N3-C:J14-U01 RAS KERNEL INFO generating core.5520
TRUE:0 PRED:1 | 1125224175 2005.08.28 R52-M1-N6-C:J13-U01 2005-08-28-03.16.15.509778 R52-M1-N6-C:J13-U01 RAS KERNEL INFO iar 0014a150 dear 0098cdc8
TRUE:0 PRED:1 | 1125083731 2005.08.26 R61-M0-N3-C:J11-U11 2005-08-26-12.15.31.374008 R61-M0-N3-C:J11-U11 RAS KERNEL INFO iar 003a9254 dear 00f07a88
TRUE:0 PRED:1 | 1119803468 2005.06.26 R36-M1-ND-C:J16-U11 2005-06-26-09.31.08.715435 R36-M1-ND-C:J16-U11 RAS KERNEL INFO data store interrupt caused by dcbf.........0
TRUE:0 PRED:1 | 1121252628 2005.07.13 R34-M0-N0-C:J17-U11 2005-07-13-04.03.48.756221 R34-M0-N0-C:J17-U11 RAS KERNEL INFO 115193048 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1128457224 2005.10.04 R53-M1-ND-C:J09-U11 2005-10-04-13.20.24.392522 R53-M1-ND-C:J09-U11 RAS KERNEL INFO CE sym 9, at 0x11f82720, mask 0x02
TRUE:0 PRED:1 | 1120263061 2005.07.01 R31-M1-N2-C:J14-U01 2005-07-01-17.11.01.016985 R31-M1-N2-C:J14-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1125223026 2005.08.28 R54-M0-NC-C:J09-U11 2005-08-28-02.57.06.184496 R54-M0-NC-C:J09-U11 RAS KERNEL INFO 32888202 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1133892304 2005.12.06 R12-M0-NC 2005-12-06-10.05.04.300635 R12-M0-NC NULL DISCOVERY WARNING Node card is not fully functional
TRUE:0 PRED:1 | 1128090751 2005.09.30 R63-M1-NC-C:J06-U01 2005-09-30-07.32.31.742095 R63-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 13, at 0x0397e0e0, mask 0x08
TRUE:0 PRED:1 | 1125701454 2005.09.02 R63-M1-N0 2005-09-02-15.50.54.754016 R63-M1-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CC81389C2FFFFF03071B7048DF, found 04D780871F2FFFFF08031BD046E2
TRUE:0 PRED:1 | 1118193358 2005.06.07 R11-M0-NC-I:J18-U01 2005-06-07-18.15.58.583443 R11-M0-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory
TRUE:0 PRED:1 | 1120266866 2005.07.01 R30-M1-N9-C:J08-U11 2005-07-01-18.14.26.319216 R30-M1-N9-C:J08-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1118710233 2005.06.13 R01-M0-NE-C:J17-U11 2005-06-13-17.50.33.240802 R01-M0-NE-C:J17-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1131473771 2005.11.08 R62-M0-N4-C:J11-U11 2005-11-08-10.16.11.798242 R62-M0-N4-C:J11-U11 RAS KERNEL INFO iar 001061e8 dear 0247015c
TRUE:0 PRED:1 | 1121494144 2005.07.15 R31-M0-ND-C:J03-U11 2005-07-15-23.09.04.924538 R31-M0-ND-C:J03-U11 RAS KERNEL INFO generating core.11379
TRUE:0 PRED:1 | 1129271439 2005.10.13 R06-M1-NA-C:J08-U11 2005-10-13-23.30.39.273604 R06-M1-NA-C:J08-U11 RAS KERNEL INFO suppressing further interrupts of same type
TRUE:0 PRED:1 | 1127243510 2005.09.20 NULL 2005-09-20-12.11.50.889778 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121901136 2005.07.20 R04-M1-N1-C:J12-U01 2005-07-20-16.12.16.427147 R04-M1-N1-C:J12-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1119402454 2005.06.21 R22-M0-N4-I:J18-U11 2005-06-21-18.07.34.337232 R22-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1135050698 2005.12.19 R77-M1-NC-I:J18-U01 2005-12-19-19.51.38.151363 R77-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: pollControlDescriptors: Detected the debugger died.
TRUE:0 PRED:1 | 1118771259 2005.06.14 R24-M0-NA-C:J16-U11 2005-06-14-10.47.39.811377 R24-M0-NA-C:J16-U11 RAS KERNEL FATAL program interrupt: unimplemented operation..0
TRUE:0 PRED:1 | 1123915920 2005.08.12 R73-M0-N4-I:J18-U11 2005-08-12-23.52.00.785387 R73-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1125084314 2005.08.26 R74-M0-ND-C:J09-U11 2005-08-26-12.25.14.255206 R74-M0-ND-C:J09-U11 RAS KERNEL INFO iar 003a9260 dear 00ef6c38
TRUE:0 PRED:1 | 1121311410 2005.07.13 R33-M1-N8-C:J15-U11 2005-07-13-20.23.30.263483 R33-M1-N8-C:J15-U11 RAS KERNEL INFO generating core.12212
TRUE:0 PRED:1 | 1121902859 2005.07.20 R10-M1-N0-C:J09-U11 2005-07-20-16.40.59.622276 R10-M1-N0-C:J09-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121310915 2005.07.13 R27-M0-N5-C:J10-U01 2005-07-13-20.15.15.724512 R27-M0-N5-C:J10-U01 RAS KERNEL INFO generating core.10057
TRUE:0 PRED:1 | 1132579592 2005.11.21 R10-M1-N0-I:J18-U11 2005-11-21-05.26.32.169664 R10-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
TRUE:0 PRED:1 | 1121597851 2005.07.17 R36-M1-N1-C:J08-U01 2005-07-17-03.57.31.777381 R36-M1-N1-C:J08-U01 RAS KERNEL INFO generating core.64146
TRUE:0 PRED:1 | 1125220412 2005.08.28 R74-M0-NB-C:J17-U01 2005-08-28-02.13.32.663293 R74-M0-NB-C:J17-U01 RAS KERNEL INFO iar 00149fc0 dear 00739d98
TRUE:0 PRED:1 | 1123110898 2005.08.03 NULL 2005-08-03-16.14.58.668464 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121311022 2005.07.13 R24-M0-NF-C:J15-U11 2005-07-13-20.17.02.167067 R24-M0-NF-C:J15-U11 RAS KERNEL INFO generating core.12984
TRUE:0 PRED:1 | 1121006825 2005.07.10 R37-M0-N2-C:J05-U11 2005-07-10-07.47.05.910036 R37-M0-N2-C:J05-U11 RAS KERNEL INFO generating core.6519
TRUE:0 PRED:1 | 1132076952 2005.11.15 R67-M1-NA 2005-11-15-09.49.12.022636 R67-M1-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 07570DD8002FFFFF09031B7090E2, found 04D480D8482FFFFF0A071BA052DE
TRUE:0 PRED:1 | 1121308274 2005.07.13 R26-M0-N3-C:J14-U11 2005-07-13-19.31.14.143065 R26-M0-N3-C:J14-U11 RAS KERNEL INFO generating core.15192
TRUE:0 PRED:1 | 1124818171 2005.08.23 R14-M0-N0-I:J18-U11 2005-08-23-10.29.31.137434 R14-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi
TRUE:0 PRED:1 | 1121310926 2005.07.13 R37-M0-ND-C:J03-U11 2005-07-13-20.15.26.655051 R37-M0-ND-C:J03-U11 RAS KERNEL INFO generating core.5939
TRUE:0 PRED:1 | 1121493913 2005.07.15 R37-M0-N6-C:J09-U11 2005-07-15-23.05.13.065015 R37-M0-N6-C:J09-U11 RAS KERNEL INFO generating core.41718
TRUE:0 PRED:1 | 1118767283 2005.06.14 R20-M1-N3-C:J14-U01 2005-06-14-09.41.23.815131 R20-M1-N3-C:J14-U01 RAS KERNEL FATAL machine check: i-fetch......................0
TRUE:0 PRED:1 | 1121442061 2005.07.15 R00-M0-NA-C:J04-U01 2005-07-15-08.41.01.843236 R00-M0-NA-C:J04-U01 RAS KERNEL INFO generating core.4615
TRUE:0 PRED:1 | 1121902788 2005.07.20 R31-M0-NC-C:J14-U11 2005-07-20-16.39.48.713007 R31-M0-NC-C:J14-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1123110668 2005.08.03 NULL 2005-08-03-16.11.08.572137 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121313817 2005.07.13 R21-M1-N2-C:J02-U01 2005-07-13-21.03.37.422278 R21-M1-N2-C:J02-U01 RAS KERNEL INFO generating core.23119
TRUE:0 PRED:1 | 1121383222 2005.07.14 R01-M0-N0-I:J18-U11 2005-07-14-16.20.22.672549 R01-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random1-8x32x32x2.map: Permission denied
TRUE:0 PRED:1 | 1121308565 2005.07.13 R01-M0-NC-C:J12-U01 2005-07-13-19.36.05.649243 R01-M0-NC-C:J12-U01 RAS KERNEL INFO generating core.5381
TRUE:0 PRED:1 | 1118770625 2005.06.14 R20-M0-NF-C:J07-U01 2005-06-14-10.37.05.332040 R20-M0-NF-C:J07-U01 RAS KERNEL FATAL store operation.............................1
TRUE:0 PRED:1 | 1121598150 2005.07.17 R23-M0-NA-C:J09-U11 2005-07-17-04.02.30.872103 R23-M0-NA-C:J09-U11 RAS KERNEL INFO generating core.21374
TRUE:0 PRED:1 | 1126180040 2005.09.08 R75-M0-N8-C:J10-U01 2005-09-08-04.47.20.324073 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
TRUE:0 PRED:1 | 1121599612 2005.07.17 R00-M1-N0-C:J08-U11 2005-07-17-04.26.52.789085 R00-M1-N0-C:J08-U11 RAS KERNEL INFO generating core.30886
TRUE:0 PRED:1 | 1121599161 2005.07.17 R07-M1-N1-C:J10-U01 2005-07-17-04.19.21.452071 R07-M1-N1-C:J10-U01 RAS KERNEL INFO generating core.56961
TRUE:0 PRED:1 | 1121495532 2005.07.15 R27-M0-NB-C:J16-U01 2005-07-15-23.32.12.622085 R27-M0-NB-C:J16-U01 RAS KERNEL INFO generating core.21016
TRUE:0 PRED:1 | 1125223076 2005.08.28 R41-M1-N3-C:J15-U11 2005-08-28-02.57.56.219310 R41-M1-N3-C:J15-U11 RAS KERNEL INFO iar 0014a150 dear 0098d458
TRUE:0 PRED:1 | 1121598608 2005.07.17 R16-M1-NB-C:J07-U11 2005-07-17-04.10.08.166749 R16-M1-NB-C:J07-U11 RAS KERNEL INFO generating core.5738
TRUE:0 PRED:1 | 1125084446 2005.08.26 R67-M0-N8-C:J06-U11 2005-08-26-12.27.26.648114 R67-M0-N8-C:J06-U11 RAS KERNEL INFO iar 003a9260 dear 01299e48
TRUE:0 PRED:1 | 1123914551 2005.08.12 R57-M1-N0-I:J18-U01 2005-08-12-23.29.11.430269 R57-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1127243514 2005.09.20 NULL 2005-09-20-12.11.54.288690 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1123914312 2005.08.12 R44-M0-N8-I:J18-U01 2005-08-12-23.25.12.135766 R44-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1132076597 2005.11.15 R23-M0-N7 2005-11-15-09.43.17.181620 R23-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 04D58088CB2FFFFF08031C104CE9, found 04CA80D8012FFFFF08061A8094CB
TRUE:0 PRED:1 | 1121901541 2005.07.20 R11-M1-N0-C:J08-U01 2005-07-20-16.19.01.457880 R11-M1-N0-C:J08-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1119807491 2005.06.26 R02-M0-N9-C:J06-U01 2005-06-26-10.38.11.390037 R02-M0-N9-C:J06-U01 RAS KERNEL INFO data store interrupt caused by dcbf.........0
TRUE:0 PRED:1 | 1120263355 2005.07.01 R35-M0-N6-C:J17-U11 2005-07-01-17.15.55.227258 R35-M0-N6-C:J17-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121495342 2005.07.15 R37-M0-N3-C:J13-U01 2005-07-15-23.29.02.491468 R37-M0-N3-C:J13-U01 RAS KERNEL INFO generating core.45777
TRUE:0 PRED:1 | 1121308677 2005.07.13 R24-M0-N6-C:J15-U01 2005-07-13-19.37.57.813607 R24-M0-N6-C:J15-U01 RAS KERNEL INFO generating core.29420
TRUE:0 PRED:1 | 1124798068 2005.08.23 R50-M1-N0-I:J18-U11 2005-08-23-04.54.28.532357 R50-M1-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory
TRUE:0 PRED:1 | 1126421175 2005.09.10 R16-M0-NC-I:J18-U01 2005-09-10-23.46.15.250215 R16-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1121314248 2005.07.13 R23-M1-N8-C:J09-U11 2005-07-13-21.10.48.693447 R23-M1-N8-C:J09-U11 RAS KERNEL INFO generating core.23998
TRUE:0 PRED:1 | 1118769993 2005.06.14 R20-M0-N4-C:J15-U01 2005-06-14-10.26.33.758477 R20-M0-N4-C:J15-U01 RAS KERNEL FATAL machine check: i-fetch......................0
TRUE:0 PRED:1 | 1132585230 2005.11.21 R26-M0-N0-I:J18-U11 2005-11-21-07.00.30.773283 R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)
TRUE:0 PRED:1 | 1127147534 2005.09.19 R01-M0-NC-I:J18-U01 2005-09-19-09.32.14.136187 R01-M0-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory
TRUE:0 PRED:1 | 1121904574 2005.07.20 R10-M1-ND-C:J17-U11 2005-07-20-17.09.34.845947 R10-M1-ND-C:J17-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1133409475 2005.11.30 R15-M1-NC-I:J18-U01 2005-11-30-19.57.55.220367 R15-M1-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
TRUE:0 PRED:1 | 1121598603 2005.07.17 R13-M1-ND-C:J13-U11 2005-07-17-04.10.03.965790 R13-M1-ND-C:J13-U11 RAS KERNEL INFO generating core.11113
TRUE:0 PRED:1 | 1131123637 2005.11.04 R62-M0-NB-C:J09-U11 2005-11-04-09.00.37.126852 R62-M0-NB-C:J09-U11 RAS KERNEL INFO iar 00106588 dear 0245a17c
TRUE:0 PRED:1 | 1121901551 2005.07.20 R17-M0-N4-C:J06-U01 2005-07-20-16.19.11.825942 R17-M0-N4-C:J06-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1127265731 2005.09.20 R16-M1-N4-I:J18-U11 2005-09-20-18.22.11.721083 R16-M1-N4-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08) failed: No such file or directory
TRUE:0 PRED:1 | 1123183618 2005.08.04 R76-M1-N4 2005-08-04-12.26.58.275812 R76-M1-N4 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
TRUE:0 PRED:1 | 1121313545 2005.07.13 R37-M0-N1-C:J12-U01 2005-07-13-20.59.05.561390 R37-M0-N1-C:J12-U01 RAS KERNEL INFO generating core.23873
TRUE:0 PRED:1 | 1124394255 2005.08.18 R02-M0-N4-I:J18-U11 2005-08-18-12.44.15.155220 R02-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
